Recording	Participant	TOI	Interval	Media	AOI	Word_index	First-pass_duration	Total_duration_of_fixations
Recording32	Participant10	ctrrc22_eng  	1	ctrrc22_eng  	arrived	10		
Recording32	Participant10	ctrrc22_eng  	1	ctrrc22_eng  	famous	9	153	153
Recording32	Participant10	ctrrc22_eng  	1	ctrrc22_eng  	extremely	11		
Recording32	Participant10	ctrrc22_eng  	1	ctrrc22_eng  	The	1	0	0
Recording32	Participant10	ctrrc22_eng  	1	ctrrc22_eng  	photographers	2	0	0
Recording32	Participant10	ctrrc22_eng  	1	ctrrc22_eng  	of	3	0	0
Recording32	Participant10	ctrrc22_eng  	1	ctrrc22_eng  	the	4	193	193
Recording32	Participant10	ctrrc22_eng  	1	ctrrc22_eng  	model	5	120	120
Recording32	Participant10	ctrrc22_eng  	1	ctrrc22_eng  	late.	12		
Recording32	Participant10	ctrrc22_eng  	1	ctrrc22_eng  	very	8	147	147
Recording32	Participant10	ctrrc22_eng  	1	ctrrc22_eng  	was	7	0	0
Recording32	Participant10	ctrrc22_eng  	1	ctrrc22_eng  	who	6	147	147
Recording32	Participant10	ctrrc23_eng 	1	ctrrc23_eng 	cooked	8	360	673
Recording32	Participant10	ctrrc23_eng 	1	ctrrc23_eng 	have	7	147	307
Recording32	Participant10	ctrrc23_eng 	1	ctrrc23_eng 	hosted	10	200	200
Recording32	Participant10	ctrrc23_eng 	1	ctrrc23_eng 	neighbors	2	0	247
Recording32	Participant10	ctrrc23_eng 	1	ctrrc23_eng 	of	3	0	0
Recording32	Participant10	ctrrc23_eng 	1	ctrrc23_eng 	painter	5	0	293
Recording32	Participant10	ctrrc23_eng 	1	ctrrc23_eng 	party.	12		
Recording32	Participant10	ctrrc23_eng 	1	ctrrc23_eng 	pasta	9	160	160
Recording32	Participant10	ctrrc23_eng 	1	ctrrc23_eng 	the	4	0	0
Recording32	Participant10	ctrrc23_eng 	1	ctrrc23_eng 	the	11		
Recording32	Participant10	ctrrc23_eng 	1	ctrrc23_eng 	The	1	0	0
Recording32	Participant10	ctrrc23_eng 	1	ctrrc23_eng 	who	6	0	320
Recording32	Participant10	ctrrc24_eng 	1	ctrrc24_eng 	at	12	0	0
Recording32	Participant10	ctrrc24_eng 	1	ctrrc24_eng 	colonel	8	433	1407
Recording32	Participant10	ctrrc24_eng 	1	ctrrc24_eng 	doctor	2	0	0
Recording32	Participant10	ctrrc24_eng 	1	ctrrc24_eng 	dying	11	317	380
Recording32	Participant10	ctrrc24_eng 	1	ctrrc24_eng 	hospital.	14		
Recording32	Participant10	ctrrc24_eng 	1	ctrrc24_eng 	met	3	0	0
Recording32	Participant10	ctrrc24_eng 	1	ctrrc24_eng 	of	6	237	413
Recording32	Participant10	ctrrc24_eng 	1	ctrrc24_eng 	sons	5	257	907
Recording32	Participant10	ctrrc24_eng 	1	ctrrc24_eng 	the	4	0	0
Recording32	Participant10	ctrrc24_eng 	1	ctrrc24_eng 	the	7	0	133
Recording32	Participant10	ctrrc24_eng 	1	ctrrc24_eng 	the	13	183	183
Recording32	Participant10	ctrrc24_eng 	1	ctrrc24_eng 	The	1	0	0
Recording32	Participant10	ctrrc24_eng 	1	ctrrc24_eng 	was	10	200	397
Recording32	Participant10	ctrrc24_eng 	1	ctrrc24_eng 	who	9	190	327
Recording32	Participant10	ctrrc25_eng	1	ctrrc25_eng	daughters	4	0	233
Recording32	Participant10	ctrrc25_eng	1	ctrrc25_eng	Jean	1	0	0
Recording32	Participant10	ctrrc25_eng	1	ctrrc25_eng	leaving	10	153	153
Recording32	Participant10	ctrrc25_eng	1	ctrrc25_eng	morning.	12		
Recording32	Participant10	ctrrc25_eng	1	ctrrc25_eng	of	5	0	180
Recording32	Participant10	ctrrc25_eng	1	ctrrc25_eng	saw	2	0	0
Recording32	Participant10	ctrrc25_eng	1	ctrrc25_eng	that	11		
Recording32	Participant10	ctrrc25_eng	1	ctrrc25_eng	the	3	0	0
Recording32	Participant10	ctrrc25_eng	1	ctrrc25_eng	the	6	0	200
Recording32	Participant10	ctrrc25_eng	1	ctrrc25_eng	were	9	143	537
Recording32	Participant10	ctrrc25_eng	1	ctrrc25_eng	who	8	150	150
Recording32	Participant10	ctrrc25_eng	1	ctrrc25_eng	woman	7	173	661
Recording32	Participant10	ctrrc26_eng 	1	ctrrc26_eng 	at	13	0	400
Recording32	Participant10	ctrrc26_eng 	1	ctrrc26_eng 	business	12	230	230
Recording32	Participant10	ctrrc26_eng 	1	ctrrc26_eng 	diplomat	8	430	1205
Recording32	Participant10	ctrrc26_eng 	1	ctrrc26_eng 	doing	11	180	180
Recording32	Participant10	ctrrc26_eng 	1	ctrrc26_eng 	granddaughters	5	0	1383
Recording32	Participant10	ctrrc26_eng 	1	ctrrc26_eng 	historian	2	0	237
Recording32	Participant10	ctrrc26_eng 	1	ctrrc26_eng 	interviewed	3	0	0
Recording32	Participant10	ctrrc26_eng 	1	ctrrc26_eng 	of	6	0	0
Recording32	Participant10	ctrrc26_eng 	1	ctrrc26_eng 	the	4	0	163
Recording32	Participant10	ctrrc26_eng 	1	ctrrc26_eng 	the	7	393	796
Recording32	Participant10	ctrrc26_eng 	1	ctrrc26_eng 	the	14	0	143
Recording32	Participant10	ctrrc26_eng 	1	ctrrc26_eng 	The	1	0	243
Recording32	Participant10	ctrrc26_eng 	1	ctrrc26_eng 	time.	15	303	303
Recording32	Participant10	ctrrc26_eng 	1	ctrrc26_eng 	were	10	247	473
Recording32	Participant10	ctrrc26_eng 	1	ctrrc26_eng 	who	9	253	253
Recording32	Participant10	ctrrc27_eng 	1	ctrrc27_eng 	assistants	4	579	1056
Recording32	Participant10	ctrrc27_eng 	1	ctrrc27_eng 	interviewed	2	0	0
Recording32	Participant10	ctrrc27_eng 	1	ctrrc27_eng 	last	11		
Recording32	Participant10	ctrrc27_eng 	1	ctrrc27_eng 	manager	7	0	147
Recording32	Participant10	ctrrc27_eng 	1	ctrrc27_eng 	month.	12		
Recording32	Participant10	ctrrc27_eng 	1	ctrrc27_eng 	of	5	0	187
Recording32	Participant10	ctrrc27_eng 	1	ctrrc27_eng 	promoted	10		
Recording32	Participant10	ctrrc27_eng 	1	ctrrc27_eng 	She	1	0	0
Recording32	Participant10	ctrrc27_eng 	1	ctrrc27_eng 	the	3	0	0
Recording32	Participant10	ctrrc27_eng 	1	ctrrc27_eng 	the	6	417	503
Recording32	Participant10	ctrrc27_eng 	1	ctrrc27_eng 	were	9	343	687
Recording32	Participant10	ctrrc27_eng 	1	ctrrc27_eng 	who	8	283	457
Recording32	Participant10	ctrrc28_eng	1	ctrrc28_eng	colleagues	5	384	670
Recording32	Participant10	ctrrc28_eng	1	ctrrc28_eng	honored	3	0	0
Recording32	Participant10	ctrrc28_eng	1	ctrrc28_eng	in	12		
Recording32	Participant10	ctrrc28_eng	1	ctrrc28_eng	lab.	14		
Recording32	Participant10	ctrrc28_eng	1	ctrrc28_eng	of	6	0	230
Recording32	Participant10	ctrrc28_eng	1	ctrrc28_eng	scientist	8	287	653
Recording32	Participant10	ctrrc28_eng	1	ctrrc28_eng	studying	11		
Recording32	Participant10	ctrrc28_eng	1	ctrrc28_eng	the	4	0	0
Recording32	Participant10	ctrrc28_eng	1	ctrrc28_eng	the	7	0	297
Recording32	Participant10	ctrrc28_eng	1	ctrrc28_eng	the	13		
Recording32	Participant10	ctrrc28_eng	1	ctrrc28_eng	The	1	0	0
Recording32	Participant10	ctrrc28_eng	1	ctrrc28_eng	university	2	0	0
Recording32	Participant10	ctrrc28_eng	1	ctrrc28_eng	was	10		
Recording32	Participant10	ctrrc28_eng	1	ctrrc28_eng	who	9		
Recording32	Participant10	ctrrc29_eng	1	ctrrc29_eng	baker	7	177	1254
Recording32	Participant10	ctrrc29_eng	1	ctrrc29_eng	has	9	0	227
Recording32	Participant10	ctrrc29_eng	1	ctrrc29_eng	He	1	0	0
Recording32	Participant10	ctrrc29_eng	1	ctrrc29_eng	lottery	12	333	333
Recording32	Participant10	ctrrc29_eng	1	ctrrc29_eng	nephews	4	0	510
Recording32	Participant10	ctrrc29_eng	1	ctrrc29_eng	of	5	0	170
Recording32	Participant10	ctrrc29_eng	1	ctrrc29_eng	recognizes	2	0	0
Recording32	Participant10	ctrrc29_eng	1	ctrrc29_eng	recently.	13		
Recording32	Participant10	ctrrc29_eng	1	ctrrc29_eng	the	3	0	0
Recording32	Participant10	ctrrc29_eng	1	ctrrc29_eng	the	6	0	873
Recording32	Participant10	ctrrc29_eng	1	ctrrc29_eng	the	11	147	147
Recording32	Participant10	ctrrc29_eng	1	ctrrc29_eng	who	8	353	713
Recording32	Participant10	ctrrc29_eng	1	ctrrc29_eng	won	10	237	237
Recording32	Participant10	ctrrc_30eng	1	ctrrc_30eng	during	12		
Recording32	Participant10	ctrrc_30eng	1	ctrrc_30eng	interview.	14		
Recording32	Participant10	ctrrc_30eng	1	ctrrc_30eng	interviewer	2	0	0
Recording32	Participant10	ctrrc_30eng	1	ctrrc_30eng	journalist	8	508	1055
Recording32	Participant10	ctrrc_30eng	1	ctrrc_30eng	of	6	0	0
Recording32	Participant10	ctrrc_30eng	1	ctrrc_30eng	paid	3	0	0
Recording32	Participant10	ctrrc_30eng	1	ctrrc_30eng	sons	5	0	0
Recording32	Participant10	ctrrc_30eng	1	ctrrc_30eng	sneezing	11		
Recording32	Participant10	ctrrc_30eng	1	ctrrc_30eng	the	4	0	0
Recording32	Participant10	ctrrc_30eng	1	ctrrc_30eng	the	7	0	554
Recording32	Participant10	ctrrc_30eng	1	ctrrc_30eng	the	13		
Recording32	Participant10	ctrrc_30eng	1	ctrrc_30eng	The	1	0	0
Recording32	Participant10	ctrrc_30eng	1	ctrrc_30eng	were	10	253	403
Recording32	Participant10	ctrrc_30eng	1	ctrrc_30eng	who	9	0	187
Recording32	Participant10	pp1_eng	1	pp1_eng	a	3	0	0
Recording32	Participant10	pp1_eng	1	pp1_eng	a	6	0	0
Recording32	Participant10	pp1_eng	1	pp1_eng	entrance.	10		
Recording32	Participant10	pp1_eng	1	pp1_eng	I	1	0	0
Recording32	Participant10	pp1_eng	1	pp1_eng	man	4	253	253
Recording32	Participant10	pp1_eng	1	pp1_eng	near	8	0	247
Recording32	Participant10	pp1_eng	1	pp1_eng	saw	2	0	0
Recording32	Participant10	pp1_eng	1	pp1_eng	telescope	7	273	570
Recording32	Participant10	pp1_eng	1	pp1_eng	the	9	203	431
Recording32	Participant10	pp1_eng	1	pp1_eng	with	5	167	313
Recording32	Participant10	pp2_eng 	1	pp2_eng 	a	3	0	0
Recording32	Participant10	pp2_eng 	1	pp2_eng 	binoculars	6	370	1780
Recording32	Participant10	pp2_eng 	1	pp2_eng 	evening.	8		
Recording32	Participant10	pp2_eng 	1	pp2_eng 	John	1	0	0
Recording32	Participant10	pp2_eng 	1	pp2_eng 	man	4	207	780
Recording32	Participant10	pp2_eng 	1	pp2_eng 	spotted	2	0	0
Recording32	Participant10	pp2_eng 	1	pp2_eng 	with	5	163	1090
Recording32	Participant10	pp2_eng 	1	pp2_eng 	yesterday	7	247	683
Recording32	Participant10	pp3_eng 	1	pp3_eng 	boy	2	0	0
Recording32	Participant10	pp3_eng 	1	pp3_eng 	chased	3	203	203
Recording32	Participant10	pp3_eng 	1	pp3_eng 	dog	5	140	140
Recording32	Participant10	pp3_eng 	1	pp3_eng 	for	9		
Recording32	Participant10	pp3_eng 	1	pp3_eng 	hours.	10		
Recording32	Participant10	pp3_eng 	1	pp3_eng 	in	6	0	0
Recording32	Participant10	pp3_eng 	1	pp3_eng 	park	8	223	223
Recording32	Participant10	pp3_eng 	1	pp3_eng 	the	4	187	187
Recording32	Participant10	pp3_eng 	1	pp3_eng 	the	7	177	177
Recording32	Participant10	pp3_eng 	1	pp3_eng 	The	1	0	0
Recording32	Participant10	pp4_eng	1	pp4_eng	a	9		
Recording32	Participant10	pp4_eng	1	pp4_eng	by	5	0	277
Recording32	Participant10	pp4_eng	1	pp4_eng	for	8	183	183
Recording32	Participant10	pp4_eng	1	pp4_eng	fountain	7	423	676
Recording32	Participant10	pp4_eng	1	pp4_eng	hit	2	160	363
Recording32	Participant10	pp4_eng	1	pp4_eng	man	4	207	207
Recording32	Participant10	pp4_eng	1	pp4_eng	the	3	0	0
Recording32	Participant10	pp4_eng	1	pp4_eng	the	6	197	360
Recording32	Participant10	pp4_eng	1	pp4_eng	They	1	0	0
Recording32	Participant10	pp4_eng	1	pp4_eng	while.	10		
Recording32	Participant10	pp5_eng	1	pp5_eng	across	7	203	203
Recording32	Participant10	pp5_eng	1	pp5_eng	girl	4	227	227
Recording32	Participant10	pp5_eng	1	pp5_eng	glasses	6	333	843
Recording32	Participant10	pp5_eng	1	pp5_eng	I	1	0	0
Recording32	Participant10	pp5_eng	1	pp5_eng	saw	2	0	0
Recording32	Participant10	pp5_eng	1	pp5_eng	street.	9		
Recording32	Participant10	pp5_eng	1	pp5_eng	the	3	0	0
Recording32	Participant10	pp5_eng	1	pp5_eng	the	8		
Recording32	Participant10	pp5_eng	1	pp5_eng	with	5	120	120
Recording32	Participant10	pp6_eng 	1	pp6_eng 	gun	9	153	153
Recording32	Participant10	pp6_eng 	1	pp6_eng 	last	10		
Recording32	Participant10	pp6_eng 	1	pp6_eng 	police	2	0	0
Recording32	Participant10	pp6_eng 	1	pp6_eng 	robber	5	0	823
Recording32	Participant10	pp6_eng 	1	pp6_eng 	shot	3	0	0
Recording32	Participant10	pp6_eng 	1	pp6_eng 	silver	8	203	613
Recording32	Participant10	pp6_eng 	1	pp6_eng 	the	4	0	173
Recording32	Participant10	pp6_eng 	1	pp6_eng 	the	7	0	297
Recording32	Participant10	pp6_eng 	1	pp6_eng 	The	1	0	0
Recording32	Participant10	pp6_eng 	1	pp6_eng 	week.	11		
Recording32	Participant10	pp6_eng 	1	pp6_eng 	with	6	0	437
Recording32	Participant10	pp7_eng	1	pp7_eng	a	7	0	0
Recording32	Participant10	pp7_eng	1	pp7_eng	anything.	11		
Recording32	Participant10	pp7_eng	1	pp7_eng	book	8	290	290
Recording32	Participant10	pp7_eng	1	pp7_eng	boy	5	90	220
Recording32	Participant10	pp7_eng	1	pp7_eng	girl	2	113	113
Recording32	Participant10	pp7_eng	1	pp7_eng	hit	3	0	180
Recording32	Participant10	pp7_eng	1	pp7_eng	saying	10		
Recording32	Participant10	pp7_eng	1	pp7_eng	the	4	190	190
Recording32	Participant10	pp7_eng	1	pp7_eng	The	1	167	167
Recording32	Participant10	pp7_eng	1	pp7_eng	with	6	157	503
Recording32	Participant10	pp7_eng	1	pp7_eng	without	9	413	623
Recording32	Participant10	pp8_eng	1	pp8_eng	a	9	0	233
Recording32	Participant10	pp8_eng	1	pp8_eng	actress	4	0	607
Recording32	Participant10	pp8_eng	1	pp8_eng	filmed	2	0	487
Recording32	Participant10	pp8_eng	1	pp8_eng	for	8	0	0
Recording32	Participant10	pp8_eng	1	pp8_eng	Jenna	1	0	0
Recording32	Participant10	pp8_eng	1	pp8_eng	in	5	0	403
Recording32	Participant10	pp8_eng	1	pp8_eng	moment.	10	241	811
Recording32	Participant10	pp8_eng	1	pp8_eng	studio	7	0	927
Recording32	Participant10	pp8_eng	1	pp8_eng	the	3	0	203
Recording32	Participant10	pp8_eng	1	pp8_eng	the	6	0	913
Recording32	Participant10	pp9_eng 	1	pp9_eng 	afternoon.	10	188	188
Recording32	Participant10	pp9_eng 	1	pp9_eng 	at	5	0	0
Recording32	Participant10	pp9_eng 	1	pp9_eng 	greeted	2	0	0
Recording32	Participant10	pp9_eng 	1	pp9_eng 	I	1	0	0
Recording32	Participant10	pp9_eng 	1	pp9_eng 	same	9	0	511
Recording32	Participant10	pp9_eng 	1	pp9_eng 	station	7	0	220
Recording32	Participant10	pp9_eng 	1	pp9_eng 	that	8	0	473
Recording32	Participant10	pp9_eng 	1	pp9_eng 	the	3	0	0
Recording32	Participant10	pp9_eng 	1	pp9_eng 	the	6	0	183
Recording32	Participant10	pp9_eng 	1	pp9_eng 	woman	4	0	233
Recording32	Participant10	pp10_eng	1	pp10_eng	behind	6	233	593
Recording32	Participant10	pp10_eng	1	pp10_eng	building	8	520	520
Recording32	Participant10	pp10_eng	1	pp10_eng	for	9		
Recording32	Participant10	pp10_eng	1	pp10_eng	noticed	3	0	0
Recording32	Participant10	pp10_eng	1	pp10_eng	quite	10		
Recording32	Participant10	pp10_eng	1	pp10_eng	some	11		
Recording32	Participant10	pp10_eng	1	pp10_eng	supervisor	2	0	0
Recording32	Participant10	pp10_eng	1	pp10_eng	the	4	0	0
Recording32	Participant10	pp10_eng	1	pp10_eng	the	7	237	237
Recording32	Participant10	pp10_eng	1	pp10_eng	The	1	0	0
Recording32	Participant10	pp10_eng	1	pp10_eng	time.	12		
Recording32	Participant10	pp10_eng	1	pp10_eng	worker	5	423	737
Recording32	Participant10	pp11_eng	1	pp11_eng	ago.	11		
Recording32	Participant10	pp11_eng	1	pp11_eng	client	5	225	1512
Recording32	Participant10	pp11_eng	1	pp11_eng	designer	2	0	0
Recording32	Participant10	pp11_eng	1	pp11_eng	fountain	8	673	1107
Recording32	Participant10	pp11_eng	1	pp11_eng	met	3	0	183
Recording32	Participant10	pp11_eng	1	pp11_eng	near	6	337	337
Recording32	Participant10	pp11_eng	1	pp11_eng	the	4	0	177
Recording32	Participant10	pp11_eng	1	pp11_eng	the	7	0	607
Recording32	Participant10	pp11_eng	1	pp11_eng	The	1	0	0
Recording32	Participant10	pp11_eng	1	pp11_eng	two	9		
Recording32	Participant10	pp11_eng	1	pp11_eng	weeks	10		
Recording32	Participant10	pp12_eng	1	pp12_eng	An	1	0	0
Recording32	Participant10	pp12_eng	1	pp12_eng	approached	5	237	237
Recording32	Participant10	pp12_eng	1	pp12_eng	British	10	0	0
Recording32	Participant10	pp12_eng	1	pp12_eng	experienced	2	0	0
Recording32	Participant10	pp12_eng	1	pp12_eng	guide	4	0	0
Recording32	Participant10	pp12_eng	1	pp12_eng	in	12	0	0
Recording32	Participant10	pp12_eng	1	pp12_eng	museum	11	237	237
Recording32	Participant10	pp12_eng	1	pp12_eng	outside	8	267	497
Recording32	Participant10	pp12_eng	1	pp12_eng	the	6	520	687
Recording32	Participant10	pp12_eng	1	pp12_eng	the	9	0	161
Recording32	Participant10	pp12_eng	1	pp12_eng	tour	3	0	0
Recording32	Participant10	pp12_eng	1	pp12_eng	visitor	7	157	317
Recording32	Participant10	pp12_eng	1	pp12_eng	winter.	13	377	377
Recording32	Participant10	pp13_eng 	1	pp13_eng 	climber	5	287	513
Recording32	Participant10	pp13_eng 	1	pp13_eng 	cliff	8	367	630
Recording32	Participant10	pp13_eng 	1	pp13_eng 	for	9		
Recording32	Participant10	pp13_eng 	1	pp13_eng 	from	6	227	943
Recording32	Participant10	pp13_eng 	1	pp13_eng 	hikers	2	0	0
Recording32	Participant10	pp13_eng 	1	pp13_eng 	hours.	10		
Recording32	Participant10	pp13_eng 	1	pp13_eng 	observed	3	0	0
Recording32	Participant10	pp13_eng 	1	pp13_eng 	the	4	340	557
Recording32	Participant10	pp13_eng 	1	pp13_eng 	the	7	0	0
Recording32	Participant10	pp13_eng 	1	pp13_eng 	Two	1	0	0
Recording32	Participant10	pp14_eng	1	pp14_eng	a	8	0	0
Recording32	Participant10	pp14_eng	1	pp14_eng	detective	3	0	0
Recording32	Participant10	pp14_eng	1	pp14_eng	exhausted	2	0	0
Recording32	Participant10	pp14_eng	1	pp14_eng	flashlight	10		
Recording32	Participant10	pp14_eng	1	pp14_eng	followed	4	453	453
Recording32	Participant10	pp14_eng	1	pp14_eng	for	11		
Recording32	Participant10	pp14_eng	1	pp14_eng	hours.	12		
Recording32	Participant10	pp14_eng	1	pp14_eng	powerful	9	227	227
Recording32	Participant10	pp14_eng	1	pp14_eng	suspect	6	293	293
Recording32	Participant10	pp14_eng	1	pp14_eng	the	5	220	220
Recording32	Participant10	pp14_eng	1	pp14_eng	The	1	0	0
Recording32	Participant10	pp14_eng	1	pp14_eng	with	7	247	463
Recording32	Participant10	pp15_eng	1	pp15_eng	a	8	0	167
Recording32	Participant10	pp15_eng	1	pp15_eng	a	10	0	0
Recording32	Participant10	pp15_eng	1	pp15_eng	ago.	12	267	267
Recording32	Participant10	pp15_eng	1	pp15_eng	approached	4	0	545
Recording32	Participant10	pp15_eng	1	pp15_eng	day	11	0	0
Recording32	Participant10	pp15_eng	1	pp15_eng	microphone	9	387	387
Recording32	Participant10	pp15_eng	1	pp15_eng	officer	3	0	0
Recording32	Participant10	pp15_eng	1	pp15_eng	suspect	6	207	510
Recording32	Participant10	pp15_eng	1	pp15_eng	the	5	209	819
Recording32	Participant10	pp15_eng	1	pp15_eng	The	1	0	0
Recording32	Participant10	pp15_eng	1	pp15_eng	undercover	2	0	0
Recording32	Participant10	pp15_eng	1	pp15_eng	with	7	183	183
Recording32	Participant10	rc16_eng	1	rc16_eng	boss	2	0	1730
Recording32	Participant10	rc16_eng	1	rc16_eng	man	5	373	2407
Recording32	Participant10	rc16_eng	1	rc16_eng	of	3	0	797
Recording32	Participant10	rc16_eng	1	rc16_eng	on	10	0	107
Recording32	Participant10	rc16_eng	1	rc16_eng	the	4	167	1077
Recording32	Participant10	rc16_eng	1	rc16_eng	The	1	177	177
Recording32	Participant10	rc16_eng	1	rc16_eng	tired	8	167	1683
Recording32	Participant10	rc16_eng	1	rc16_eng	vacation.	11	327	327
Recording32	Participant10	rc16_eng	1	rc16_eng	was	7	180	1600
Recording32	Participant10	rc16_eng	1	rc16_eng	was	9	637	637
Recording32	Participant10	rc16_eng	1	rc16_eng	who	6	170	530
Recording32	Participant10	rc17_eng 	1	rc17_eng 	boy	5	0	743
Recording32	Participant10	rc17_eng 	1	rc17_eng 	flying	8	383	773
Recording32	Participant10	rc17_eng 	1	rc17_eng 	grass.	14		
Recording32	Participant10	rc17_eng 	1	rc17_eng 	kite	10	207	683
Recording32	Participant10	rc17_eng 	1	rc17_eng 	of	3	0	0
Recording32	Participant10	rc17_eng 	1	rc17_eng 	on	12	137	137
Recording32	Participant10	rc17_eng 	1	rc17_eng 	stood	11	223	620
Recording32	Participant10	rc17_eng 	1	rc17_eng 	the	4	0	0
Recording32	Participant10	rc17_eng 	1	rc17_eng 	the	9	250	993
Recording32	Participant10	rc17_eng 	1	rc17_eng 	the	13		
Recording32	Participant10	rc17_eng 	1	rc17_eng 	The	1	0	0
Recording32	Participant10	rc17_eng 	1	rc17_eng 	uncle	2	0	0
Recording32	Participant10	rc17_eng 	1	rc17_eng 	was	7	213	453
Recording32	Participant10	rc17_eng 	1	rc17_eng 	who	6	73	619
Recording32	Participant10	rc18_eng	1	rc18_eng	bed.	12		
Recording32	Participant10	rc18_eng	1	rc18_eng	feeling	8	227	227
Recording32	Participant10	rc18_eng	1	rc18_eng	of	3	0	0
Recording32	Participant10	rc18_eng	1	rc18_eng	queen	5	177	177
Recording32	Participant10	rc18_eng	1	rc18_eng	servant	2	0	0
Recording32	Participant10	rc18_eng	1	rc18_eng	the	4	0	0
Recording32	Participant10	rc18_eng	1	rc18_eng	The	1	0	0
Recording32	Participant10	rc18_eng	1	rc18_eng	tired	9		
Recording32	Participant10	rc18_eng	1	rc18_eng	to	11		
Recording32	Participant10	rc18_eng	1	rc18_eng	was	7	187	187
Recording32	Participant10	rc18_eng	1	rc18_eng	went	10		
Recording32	Participant10	rc18_eng	1	rc18_eng	who	6	0	0
Recording32	Participant10	rc19_eng	1	rc19_eng	bodyguard	2	0	0
Recording32	Participant10	rc19_eng	1	rc19_eng	blocked	10	290	290
Recording32	Participant10	rc19_eng	1	rc19_eng	door.	12		
Recording32	Participant10	rc19_eng	1	rc19_eng	extremely	8	180	390
Recording32	Participant10	rc19_eng	1	rc19_eng	of	3	0	0
Recording32	Participant10	rc19_eng	1	rc19_eng	prince	5	263	263
Recording32	Participant10	rc19_eng	1	rc19_eng	tall	9	0	123
Recording32	Participant10	rc19_eng	1	rc19_eng	the	4	0	0
Recording32	Participant10	rc19_eng	1	rc19_eng	the	11		
Recording32	Participant10	rc19_eng	1	rc19_eng	The	1	0	0
Recording32	Participant10	rc19_eng	1	rc19_eng	was	7	0	0
Recording32	Participant10	rc19_eng	1	rc19_eng	who	6	163	163
Recording32	Participant10	rc20_eng 	1	rc20_eng 	brief.	11		
Recording32	Participant10	rc20_eng 	1	rc20_eng 	finished	9		
Recording32	Participant10	rc20_eng 	1	rc20_eng 	lawyer	5	213	213
Recording32	Participant10	rc20_eng 	1	rc20_eng 	of	3	0	0
Recording32	Participant10	rc20_eng 	1	rc20_eng 	organized	8	467	735
Recording32	Participant10	rc20_eng 	1	rc20_eng 	secretary	2	0	0
Recording32	Participant10	rc20_eng 	1	rc20_eng 	the	4	0	0
Recording32	Participant10	rc20_eng 	1	rc20_eng 	the	10		
Recording32	Participant10	rc20_eng 	1	rc20_eng 	The	1	0	0
Recording32	Participant10	rc20_eng 	1	rc20_eng 	was	7	153	153
Recording32	Participant10	rc20_eng 	1	rc20_eng 	who	6	190	360
Recording32	Participant10	rc21_eng	1	rc21_eng	complained	10	217	217
Recording32	Participant10	rc21_eng	1	rc21_eng	manager.	13		
Recording32	Participant10	rc21_eng	1	rc21_eng	music	9	317	317
Recording32	Participant10	rc21_eng	1	rc21_eng	of	3	0	0
Recording32	Participant10	rc21_eng	1	rc21_eng	playing	8	213	213
Recording32	Participant10	rc21_eng	1	rc21_eng	roommate	2	0	0
Recording32	Participant10	rc21_eng	1	rc21_eng	student	5	123	123
Recording32	Participant10	rc21_eng	1	rc21_eng	the	4	0	0
Recording32	Participant10	rc21_eng	1	rc21_eng	the	12		
Recording32	Participant10	rc21_eng	1	rc21_eng	The	1	0	0
Recording32	Participant10	rc21_eng	1	rc21_eng	to	11		
Recording32	Participant10	rc21_eng	1	rc21_eng	was	7	0	0
Recording32	Participant10	rc21_eng	1	rc21_eng	who	6	143	143
Recording32	Participant10	rc22_eng 	1	rc22_eng 	arrived	10		
Recording32	Participant10	rc22_eng 	1	rc22_eng 	extremely	11		
Recording32	Participant10	rc22_eng 	1	rc22_eng 	famous	9	240	240
Recording32	Participant10	rc22_eng 	1	rc22_eng 	late.	12		
Recording32	Participant10	rc22_eng 	1	rc22_eng 	model	5	223	223
Recording32	Participant10	rc22_eng 	1	rc22_eng 	of	3	0	0
Recording32	Participant10	rc22_eng 	1	rc22_eng 	photographer	2	0	0
Recording32	Participant10	rc22_eng 	1	rc22_eng 	the	4	0	0
Recording32	Participant10	rc22_eng 	1	rc22_eng 	The	1	0	0
Recording32	Participant10	rc22_eng 	1	rc22_eng 	very	8	0	0
Recording32	Participant10	rc22_eng 	1	rc22_eng 	was	7	147	147
Recording32	Participant10	rc22_eng 	1	rc22_eng 	who	6	223	223
Recording32	Participant10	rc23_eng	1	rc23_eng	cooked	8	360	870
Recording32	Participant10	rc23_eng	1	rc23_eng	has	7	0	113
Recording32	Participant10	rc23_eng	1	rc23_eng	hosted	10	270	483
Recording32	Participant10	rc23_eng	1	rc23_eng	neighbor	2	0	0
Recording32	Participant10	rc23_eng	1	rc23_eng	of	3	0	0
Recording32	Participant10	rc23_eng	1	rc23_eng	painter	5	350	837
Recording32	Participant10	rc23_eng	1	rc23_eng	pasta	9	393	607
Recording32	Participant10	rc23_eng	1	rc23_eng	party.	12		
Recording32	Participant10	rc23_eng	1	rc23_eng	the	4	0	0
Recording32	Participant10	rc23_eng	1	rc23_eng	the	11	73	73
Recording32	Participant10	rc23_eng	1	rc23_eng	The	1	0	0
Recording32	Participant10	rc23_eng	1	rc23_eng	who	6	193	587
Recording32	Participant10	rc24_eng	1	rc24_eng	at	12		
Recording32	Participant10	rc24_eng	1	rc24_eng	colonel	8	397	651
Recording32	Participant10	rc24_eng	1	rc24_eng	doctor	2	0	0
